# id:22--12289.2-220 
0,313.92090205678
1,-388.77828433259
2,-980.44834533119
3,363.95168562843
4,-241.53515008762
5,-743.41136291996
6,-1437.1838980518
7,-1985.1674508832
8,-2241.0804549052
9,-1000.1414045698
10,-1385.5199069803
11,-499.29013270909
12,-130.49125660206
13,-1810.6544072163
14,-667.73479834716
15,-1432.0639787123
16,75.934006069524
17,1890.3003314926
18,-490.66156618192
19,15.366373857906
20,-789.50380326187
21,-724.51306886209
22,243.94665568902
23,1302.9681629568
24,-606.94124864738
25,249.26763982398
26,-401.46481190815
27,-411.78302471266
28,-788.07145113757
29,-927.96051702113
30,-12.5031933355
31,-751.50208592674
32,86.648448922892
33,-202.6857749081
34,-122.15240800414
35,-2010.4116746083
36,-1091.6969016975
37,433.29203164355
38,-192.3098679688
39,55.637808115973
40,-180.46222933717
41,-1522.5001465129
42,340.88176927556
43,-1974.7550076295
44,-1805.0341441239
45,-1304.226681068
46,-1376.1032930743
47,1220.5361511696
48,-948.29207865046
49,147.52008415536
50,414.9479097596
51,384.16650207409
52,-491.25572557567
53,-1048.3216934455
54,83.513851613088
55,-1331.3105675235
56,-245.59687022489
57,-42.896214521337
58,-300.57225233565
59,-1259.6098338949
60,-1119.8336416545
61,720.10665374834
62,786.46526170742
63,278.93664735635
64,-1091.0920282956
65,2240.8117149564
66,129.10855377848
67,536.99174409329
68,5.7079842746401
69,450.40046988237
70,640.39288850729
71,541.58488491151
72,2062.6110933993
73,1495.8616643452
74,330.25407552986
75,-142.84332061229
76,635.54631593277
77,1409.7847131615
78,-1992.4365556122
79,927.23284226332
80,-226.77396392358
81,-1389.6466013435
82,456.96958541107
83,355.69882438154
84,-1844.4314215499
85,947.87243426949
86,-1106.4782675937
87,1773.6340103245
88,965.0647001079
89,1629.0884609788
90,1272.0620397062
91,-34.484445678356
92,3.145638902036
93,635.42549044335
94,693.46850314368
95,1329.7113218926
96,835.35695295721
97,852.07043887894
98,1076.5865292337
99,162.96585903265
100,218.51419711059
101,1573.4401335687
102,316.24158220889
103,1114.2074674179
104,1061.6381482007
105,-304.77866004538
106,924.0938329891
107,-177.36640141
108,583.08641578956
109,314.50793685332
110,807.8917680959
111,1146.4264158458
112,2228.2821504708
113,116.32234103208
114,838.80021653437
115,380.20852361192
116,-176.34595352489
