# id:24--11188.8--144 
0,-612.42295292673
1,-914.9054344008
2,-818.10420940829
3,-535.09693247007
4,-234.85929673542
5,-684.64296663623
6,-453.67800190039
7,-678.59443386938
8,-1634.1430308672
9,-817.37070095526
10,-325.25148627061
11,-270.58411161855
12,-347.42207509244
13,-267.75566292738
14,-1444.2630915163
15,-287.28185919993
16,-1342.2867763896
17,-377.01219306854
18,-986.10403540019
19,-816.19454951522
20,-123.95007884207
21,-976.56443384273
22,-800.78678112551
23,-931.47245328166
24,-2091.022083798
25,-1119.0160850889
26,141.20746883895
27,-1185.3039929426
28,-217.97435821445
29,-677.62846864215
30,-1375.6101565227
31,-374.8683904038
32,-428.82821886629
33,-354.48435899682
34,-351.32485865866
35,-721.4183791245
36,-859.71142054141
37,-1001.679252721
38,-446.33337968103
39,-828.62505063249
40,-135.415780933
41,-207.78750135986
42,367.84965523161
43,-485.21180820455
44,-731.90078554876
45,-1350.0669460378
46,-146.51640192381
47,491.46759764001
48,-513.72534176773
49,-223.34519493974
50,-1312.8573977285
51,-489.95378290739
52,-943.19333534381
53,-1257.5116107442
54,-428.79976514724
55,-1065.5744704623
56,-637.23279859753
57,-1300.4632737803
58,-272.96403855918
59,-924.48058746067
60,-99.201970284369
61,-360.52826332533
62,-1832.6019653301
63,-747.50387190918
64,-480.16513193418
65,-604.42919114095
66,-737.10066114646
67,-331.72219431585
68,-293.02562989779
69,-135.06119951743
70,-1303.0804202244
71,-1430.4178565668
72,-956.20931858315
73,-836.44222022007
74,147.97204512961
75,-1115.4791266782
76,-1155.325158073
77,-1337.6329741115
78,-683.36197969953
79,-1006.9611729977
80,-503.04441123742
81,-447.26596734172
82,-711.02191476243
83,-400.89880073301
84,-1012.1527907064
85,-2565.7778566054
86,-74.198097342738
87,-504.6242253373
88,-850.28773169463
89,-1222.2513679489
90,-915.69265497864
91,-642.30823733602
92,-896.55169067693
93,-215.83588773279
94,-1133.2597536659
95,-850.2443747914
96,-1160.717816151
97,-1154.491610466
98,-1331.5163993878
99,-910.52776135329
100,-780.25767473464
101,-1206.4693314548
102,-1144.9768560381
103,-1290.637676752
104,-1520.7761218383
105,-953.43596315829
106,-1680.2084673999
107,-1494.9275536573
108,-1202.977195456
109,-506.75890970728
110,-451.94054545271
111,-1860.0243411823
112,-1921.4163757596
113,-1713.1503867752
114,-1804.4859982582
115,-1681.9197732636
116,-1694.0426710747
117,-877.48116161928
118,-951.94995191554
119,-1564.6310352803
120,-827.31604603858
121,-873.45189045149
122,-1199.5777461823
123,-1406.9029441821
124,-1068.0654977453
125,-1624.058263878
126,-855.82049200193
127,-794.8684947256
128,-1256.8600783928
